domain_id	substrates	type	source	split
AAK81826.1.A1|Q93N87.A1|BGC0000326-comC1(hpg)	['4-hydroxyphenylglycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001838-wlpA1(leu)|AFJ23819.1.A1	['leucine']	bacterial	['parasect', 'nrpstransformer_s1']	train
BGC0002026-thxC2-1(ser)|QDA77059.1.A1	['serine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0000306-AryD2(Hpg)-hydroxyphenylglycine	['4-hydroxyphenylglycine']	bacterial	['nrpstransformer_s1']	train
BGC0001952-puwE(val)|AXN93601.1.A1	['valine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
CDG17980.1.A3|BGC0000464-xabAB3(val)	['valine']	bacterial	['parasect', 'nrpstransformer_s1']	train
malleipeptin-mpnC-3(leu)	['leucine']	bacterial	['nrpstransformer_s1']	train
Sch-20561-Sch23-1	['glycine']	bacterial	['benchmark', 'nrpstransformer_benchmark']	benchmark
Q9S1A9.A2|BAA83992.1.A2	['alanine']	bacterial	['parasect', 'add_db']	train
CAJ34374.1.A2|BGC0000445-tioR2(gly)	['glycine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
CAD92851.1.A1|BGC0000367mod-lgrC1(val)	['valine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
lunaemycin-lun22-4(piz)	['piperazic acid']	bacterial	['nrpstransformer_s1']	train
CAK15814.1.A1|BGC0000344-PSEEN3044-etlC1(val)	['valine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0002092-steB-3(leu)|QNL34617.1.A3	['leucine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0000389-massC2(ser)|ABH06369.2.A2	['serine']	bacterial	['parasect', 'nrpstransformer_s1']	train
ctg1_42.A1|BGC0002058-reutericyclin(leu)|QCY50741.1.A1	['leucine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
AFR69334.1.A3|BGC0001045-spiDE1-3(val/Ile)	['valine', '2-amino-3-methylpentanoic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000972-clbJ1(gly)|CAJ76290.1.A1	['glycine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0000366-gobR1(his)|AGE11898.1.A1	['l-histidine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
EFE73312.1.A2|BGC0000431-stenS2(thr)	['l-threonine', 'serine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0001212-ncyE(Ile)	['2-amino-3-methylpentanoic acid']	bacterial	['nrpstransformer_s1']	train
QDJ74273.1.A2|BGC0002109-kcn21-2(asn)	['asparagine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
ABF87031.1.A6|ABF87031.1.A7|YP_631961.1.A7|BGC0000393-MXAN_3779-M6(ser)	['serine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
CCA29203.1.A2|BGC0000955-almB2(cys)	['cysteine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
AGZ15459.1.A2|BGC0001036-plyG2((R)-3-hydroxy-3-methyproline)	['3-hydroxy-3-methylproline', '2-amino-3-methylpentanoic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
CAD17792.1.A1|BGC0001754-rmyA2(thr)|CAD17792.1.A2	['tyrosine', 'l-threonine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
QED55422.1.A1|BGC0001984-speB1(asp)	['aspartic acid']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0000964-BhcD3(Val)|ABC36785.1.A3	['valine', '2-amino-3-methylpentanoic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0002117-ptcC(asp)|NAO96317.1.A1	['aspartic acid']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
ARU08074.1.A5|BGC0001448-mlcL5(Me-asp)	['n-methyl-l-aspartic acid', 'threo-3-methyl-l-aspartic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
APZ78833.1.A2	['leucine']	bacterial	['parasect', 'add_db']	train
epifadin-efiE(asp)	['aspartic acid']	bacterial	['nrpstransformer_s1']	train
BGC0001033-pamH2(gly)|AHD05621.1.A3	['glycine']	bacterial	['parasect', 'nrpstransformer_s1']	train
BGC0001233-fegQ1(HPG):4-hydroxyphenylglycine|ALK27914.1.A1	['4-hydroxyphenylglycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
diperamycin-dpnS3-2(piz)	['piperazic acid']	bacterial	['nrpstransformer_s1']	train
BAH43765.1.A2|BGC0000452-tycB2(phe)	['l-phenylalanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001650-ledE2(val)|ATD51279.1.A2	['leucine', 'valine', '2-amino-3-methylpentanoic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001349-HerJ(beta-aminoacyl-unit)	['beta-aminoacyl[unverified]']	bacterial	['nrpstransformer_s1']	train
QDF82254.1.A2|BGC0001980-lokA2(asp)	['aspartic acid']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
QED88054.1.A2|BGC0001967-adeG2(ser)	['serine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0002548-banC-2(ile/val)	['2-amino-3-methylpentanoic acid']	bacterial	['nrpstransformer_s1']	train
BGC0002565-nrpsC2(gln)	['glutamine']	bacterial	['nrpstransformer_s1']	train
stendomycin-nrps2-2(val)	['valine']	bacterial	['nrpstransformer_s1']	train
olikomycin-olk19-1|olikomycin-olk19-2	['proline', 'alanine']	bacterial	['benchmark', 'nrpstransformer_benchmark']	benchmark
AOA33122.1.A4|BGC0001346-banB(gln)	['glutamine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0002014-pcm30-3(gly)|WP_054234643.1.A3	['glycine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0000459-sgvD4-M4(hpg)|AGN74885.1.A4	['4-hydroxyphenylglycine', '2-phenylglycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
CAY48789.1.A1	['leucine']	bacterial	['parasect', 'add_db']	train
BGC0000408-PmxE4(24Dab)|ACA97580.1.A4|B9TTF7.A4	['2,4-diaminobutyric acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AXG49819.1.A2|WP_232507913.1.A2|CAE14173.1.A2|BGC0000383-plu1880-M2(ala)	['alanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
ADZ91970.1.A1	['l-phenylalanine']	bacterial	['add_db']	train
BGC0000311-bpsB2(HPG)|Q939Z0.A2|CAC48361.1.A2	['4-hydroxyphenylglycine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
AAK89720.1.A2|fabrubactin-fbnO-2(cys)|WP_010973247.1.A2	['cysteine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
grisgenomycin-ggm21-3(trp)	['tryptophan']	bacterial	['nrpstransformer_s1']	train
streptopeptolin-spnA-4(pro)	['proline']	bacterial	['nrpstransformer_s1']	train
BGC0000394-napO3(ala)|AGD80623.1.A3	['alanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0002078-omn7-4(asn//measn)|QEO74982.1.A4	['beta-methyl-asparagine', '6-chloro-l-tryptophan', 'n-methyl-l-asparagine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
seongsanamide-NRPS1-3(tyr)	['tyrosine']	bacterial	['nrpstransformer_s1']	train
BGC0000354-pstD1(val)|CAM56771.1.A1	['valine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0000367mod-lgrC6(leu)|CAD92851.1.A6	['leucine']	bacterial	['parasect', 'nrpstransformer_s1']	train
ABF87031.1.A5|YP_631961.1.A6|BGC0000393-MXAN_3779-M5(val)|ABF87031.1.A6	['valine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001560-cpmB1(guanidinoserine)|ARO38317.1.A1	['(2r)-2-(diaminomethylideneamino)-3-hydroxypropanoic acid', 'cysteine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000400-pbtA2(val)|AGM16412.1.A2	['valine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
ABL74940.1.A3|BGC0001048-tlmVI3(asn)	['asparagine']	bacterial	['parasect', 'nrpstransformer_s1']	train
brevibacillin-NRPS4-2(val)	['valine']	bacterial	['nrpstransformer_s1']	train
WP_010973248.1.A2|fabrubactin-fbnP-2(ala)|AAK89719.2.A2	['alanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001780-SphE(thr)|ARR97038.1.A1	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
burrioplantin-bptE-5(hpg)	['4-hydroxyphenylglycine']	bacterial	['nrpstransformer_s1']	train
BS329_14150.A2|BGC0001462-BS329_14150-2(tyr)	['tyrosine', 'beta-hydroxytyrosine']	bacterial	['parasect', 'nrpstransformer_s1']	train
BGC0000423-SCAB_85471-M4(orn)|CBG75492.1.A4	['ornithine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BAP05589.1.A1|BGC0000967-calA(ser)	['serine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
ALV86866.1.A2|BGC0001406-tlo20-M2(ser)	['serine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000385-lybA4(Leu//bOHleu)|AEH59099.1.A4	['leucine', '3-hydroxyleucine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
WP_081656241.1.A1	['2-hydroxy-3-methylbutyric acid']	bacterial	['parasect', 'add_db']	train
WP_047197779.1.A1|BGC0002003-GlpE1(ser)|AKJ29412.1.A1	['serine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
ABV79985.1.A1|BGC0000301-apnA1-Loading(Arg/Tyr)	['arginine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
ATD05720.1.A2|ERG36783.1.A2|BGC0000299-altL2(Asn)	['asparagine']	bacterial	['parasect', 'nrpstransformer_s1']	train
QEO74983.1.A1|BGC0002078-omn8-1(phe)	['l-phenylalanine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
AGM16412.1.A3|BGC0000400-pbtA3(thr)	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
CAJ77695.1.A1|BGC0000363-mps1-M1(phe)	['l-phenylalanine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0000415-qui16(QC):quinoxaline-2-carboxylic-acid|AET98914.1.A1	['quinoxaline-2-carboxylic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
Q88VM6.1.A1	['alanine']	bacterial	['parasect']	train
AIG79242.1.A1|BGC0000419-rpsB1(Dpg)	['3,5-dihydroxyphenylglycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000447-taaD1(gln)|CCJ67639.1.A1	['glutamine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
O52821_AMYOR(dpg)|CAA11796.1.A1|O52821.A1	['3,5-dihydroxyphenylglycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
lyngbyastatin-lbnD-3(ala)	['alanine']	bacterial	['nrpstransformer_s1']	train
Q9RFM8.A1|AAD55800.1.A1	['cysteine']	bacterial	['parasect', 'add_db']	train
AF047828.1.A2|AAC80285.1.A2|O85168.A2	['serine']	bacterial	['parasect', 'add_db']	train
BGC0002048-epyE-2(tyr)|QIH29229.1.A2|CBW75451.1.A2	['tyrosine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
grisgenomycin-ggm22-1(leu)	['leucine']	bacterial	['nrpstransformer_s1']	train
BGC0000409-AEA29644.1(APDpro//4-ethylidene-L-proline)|AEA29644.1.A1	['dehydroproline acrylamide*', '4-propyl-l-proline']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
marinobactin-ENO16762-1(Ser)	['serine']	bacterial	['nrpstransformer_s1']	train
ACY06285.1.A1|BGC0001042-sfaD1(val)	['valine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AAZ55899.1.A1|BGC0000359-FscH(ser)	['serine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
APZ78834.1.A2	['alanine']	bacterial	['add_db']	train
ARU08073.1.A1|BGC0001448-mlcK1(Me-asp)	['n-methyl-l-aspartic acid', 'threo-3-methyl-l-aspartic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001015-mcyA1(ser):dehydroalanine|CAD29797.1.A1	['serine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
ATP76246.1.A2|BGC0001748-spuB2(Ile)	['leucine', 'valine', '2-amino-3-methylpentanoic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001050-ttbB(tyr)	['tyrosine']	bacterial	['nrpstransformer_s1']	train
BGC0000150-A-(hpg)|ABP55169.1.A1	['4-hydroxyphenylglycine']	bacterial	['parasect', 'nrpstransformer_s1']	train
ABI22131.1.A1|BGC0000422-sfmA1(ala)|ABI22131.1.A2	['alanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0002048-epyD1-2(pro)|CBW75453.1.A2|QIH29228.1.A2	['proline']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0001370-cda2PS2-M1(asp)|ALV82384.1.A1	['aspartic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
CBD77749.1.A1|BGC0000974-croK(gly)|AIR74925.1.A1	['glycine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
bogorol-IJKL-bogEF-1(leu)	['leucine']	bacterial	['nrpstransformer_s1']	train
AIE77059.1.A1|BGC0000418-orf9-1(Hpg)	['4-hydroxyphenylglycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000406-phsB(ala)|Q9KWY8.A1	['alanine']	bacterial	['parasect', 'nrpstransformer_s1']	train
BGC0001838-wlpC2(ser)|AFJ23826.1.A2	['serine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001807-TotB1-5(gly)|ATL73036.1.A5	['2-amino-3-methylpentanoic acid', 'glycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
noursamycin-nsm14-2(asn/bOHasn)|ANZ15839.1.A2	['asparagine', '3-hydroxyasparagine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
CBZ42143.1.A1|BGC0001117-hmtI(val)	['valine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0000452-tycA(phe)|BAH43764.1.A1	['l-phenylalanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001231-mscH2(trp)|AHB82071.1.A2	['tryptophan']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
EGG32922.1.A1	['2,3-dihydroxybenzoic acid']	bacterial	['add_db']	train
rhizonin-rhzA3(ala)	['alanine']	bacterial	['nrpstransformer_s1']	train
CCA29203.1.A1|BGC0000955-almB1(ser)	['serine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
AAC06348.1.A2|BGC0000310-bacC2(phe)|O68008.A2	['l-phenylalanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
EFE73313.1.A1|BGC0000431-stenT1(ser)	['serine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
QXJ21808.1.A2|BGC0002370-zelB2(cys)	['cysteine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
EFE73312.1.A3|BGC0000431-stenS3(ser)	['serine', '3-aminoalanine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
WP_013428324.1.A7|BGC0001758-RzmA7(val)	['valine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0002108-cip23-1(leu)|QNH67551.1.A1	['leucine', '3-hydroxyleucine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
CAM59606.1.A1|BGC0000297-aerG(Choi)2-carboxy-6-hydroxyoctahydroindole	['2-carboxy-6-hydroxyoctahydroindole']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0000950-npsP6(6-OH-tetrahydro-isoquinoline-carboxylate)|ADY76674.1.A1	['6-hydroxy-tetrahydro-isoquinoline-3-carboxylic acid[unverified]', 'l-m-tyrosine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0002422-WP_053122090-1(24dab)	['2,4-diaminobutyric acid']	bacterial	['nrpstransformer_s1']	train
BGC0002484B-lxaK-3(pro)	['proline']	bacterial	['nrpstransformer_s1']	train
BGC0001058-zbmVI2(ser)|ACG60776.1.A1|B9UJ01.A1|ACG60776.1.A2	['serine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001627-Rv0101-1(lys)	['l-lysine']	bacterial	['nrpstransformer_s1']	train
AGM14933.1.A8|BGC0000463-xtlB8(gln)	['glutamine']	bacterial	['parasect', 'nrpstransformer_s1']	train
BGC0000429-sky30-1(phe)|AEA30273.1.A1	['l-phenylalanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
NAO96320.1.A3|BGC0002117-ptcF3(ser)	['serine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
WP_008704344.1.A3|BGC0001575-3(phe)|WP_020993844.1.A3	['leucine', '2-amino-3-methylpentanoic acid', 'tyrosine', 'valine', 'l-phenylalanine', 'tryptophan']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
globomycin-globH4(allothr)	['l-threonine']	bacterial	['nrpstransformer_s1']	train
maritiamide-marA1(phe)	['l-phenylalanine']	bacterial	['nrpstransformer_s1']	train
polyoxyperuin-popF2(ala//NOHala)	['n-hydroxyalanine']	bacterial	['nrpstransformer_s1']	train
Q93I55.A2|BAB69699.1.A2|BGC0001098-ituB2(asn)	['asparagine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
EFL06867.1.A2|BGC0000300-AmcD2(hforn)-N-OH-N-formyl-Orn	['n5-formyl-n5-hydroxy-l-ornithine', 'n5-hydroxy-l-ornithine', 'hydroxyornithine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
Q2VQ15_9BACL(ile)|AAY29580.1.A1	['2-amino-3-methylpentanoic acid']	bacterial	['parasect', 'nrpstransformer_s1']	train
BGC0000289-dbv25-A2-(tyr)|Q7WZ66.A2|CAD91220.1.A2	['tyrosine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
Ga0173608_11674.A2|kahalalideF-NRPS8III-2(val)	['valine']	bacterial	['parasect', 'nrpstransformer_s1']	train
muelleripeptin-A-Mue17-4	['leucine']	bacterial	['benchmark', 'nrpstransformer_benchmark']	benchmark
symbiosin-NRPS-4(trp)	['tryptophan']	bacterial	['nrpstransformer_s1']	train
BGC0002286-nrps-3(arg)|CAE15497.1.A3	['arginine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
chersinamycin-chersC-3(thr)	['l-threonine']	bacterial	['nrpstransformer_s1']	train
hangtaimycin-htmB1-2(thr)	['l-threonine']	bacterial	['nrpstransformer_s1']	train
KPN90374.1.A1|BGC0001416-nunB1(thr)	['l-threonine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BAP05590.1.A1|BGC0000967-calB(gly)	['glycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000341-endB1(hpg)|ABD65957.1.A1	['4-hydroxyphenylglycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
ABA73954.1.A2|BGC0001842-gamA2(asp)	['aspartic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001841-detG2(pro)	['proline']	bacterial	['nrpstransformer_s1']	train
BGC0000461-WAPS1-6(leu)|AEP18656.1.A6	['leucine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
phorbactazole-phoA(ser)	['serine']	bacterial	['nrpstransformer_s1']	train
QEO74983.1.A2|BGC0002078-omn8-2(3OH4MePro)	['3-hydroxy-4-methylproline']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
CAA84363.1.A2	['glutamine']	bacterial	['parasect', 'add_db']	train
QPI18729.1.A1|BGC0002125-frsA(leu)|QPI18723.1.A1|BGC0002125-frsG1(leu)	['leucine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
ABL74936.1.A1|BGC0001048-tlmX1(asn)	['asparagine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
aquimarin-aqmE-1(ala)|WP_108867380.1.A1	['alanine']	bacterial	['parasect', 'nrpstransformer_s1']	train
BGC0000413-pvdL2(glu)|AAY93445.1.A1|AAY93445.1.A2	['tyrosine', 'glutamic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AEA30272.1.A3|BGC0000429-sky29-3(measp)	['n-methyl-l-aspartic acid', 'aspartic acid', 'threo-3-methyl-l-aspartic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BBA20967.1.A3|BGC0001763-rufT3(3-nitrotyrosine)	['3-nitrotyrosine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
RSO11556.1.A1	['4-hydroxyphenylglycine']	bacterial	['parasect', 'add_db']	train
ABD14711.1.A1|BGC0000320-cesA1(ketoLeu):	['4-methyl-2-oxovaleric acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
foroxymithine-NRPS-4(hfOrn)	['hydroxyornithine']	bacterial	['nrpstransformer_s1']	train
O30408.A3|AAC45929.1.A3|TYCB_BREPA3(phe)	['l-phenylalanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000382-lstC(FA//FAc8)	['fatty acid']	bacterial	['nrpstransformer_s1']	train
Q45R85.A5|AAZ23075.1.A5|BGC0000291-lptA5(Gly)	['glycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AXG46164.1.A1|WP_011145263.1.A1|BGC0002713-mevalagmapB(val)	['valine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
Q5DIP3_PSEAE2(hforn)	['hydroxyornithine']	bacterial	['nrpstransformer_s1']	train
AFK57212.1.A2|BGC0000985-didA2(gln)	['glutamine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000393-MXAN_3779-M3(bOH-valine)|ABF87031.1.A4|ABF87031.1.A3|YP_631961.1.A4	['valine', '3-methyl-l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001801-SVEN_0517(cys)|CCA53804.1.A1	['cysteine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
AHY86403.1.A2	['2-amino-3-methylpentanoic acid']	bacterial	['parasect', 'add_db']	train
BGC0001048-tlmIX(ala)|ABL74937.1.A1	['alanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000353-FkbP(Pipecolate)|Q9ZGA6.A1|AAC68816.1.A1	['pipecolic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001695-natD(ketoVal/ketoIle)	['2-hydroxy-3-methylpentanoic acid']	bacterial	['nrpstransformer_s1']	train
P10378.3.A1	['2,3-dihydroxybenzoic acid']	bacterial	['parasect']	train
YP_856990.1.A1|BGC0001502-amoF(lys)|ABK39646.1.A1	['l-lysine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0002418-pfbJ-1(arg)	['arginine']	bacterial	['nrpstransformer_s1']	train
AHZ34240.1.A2|BGC0001389-CipC2(gly)	['glycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AFP87549.1.A2|BGC0001135-nrpS2(leu)	['leucine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
CCP42824.1.A1	['butyric acid', 'pentanoic acid']	bacterial	['parasect', 'add_db']	train
BGC0002565-nrpsB2(orn)	['ornithine']	bacterial	['nrpstransformer_s1']	train
BGC0000331-ociB1(hty)|ABI26078.1.A1	['l-homotyrosine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
cyanogripeptide-cgpV3(thr)	['l-threonine']	bacterial	['nrpstransformer_s1']	train
APZ78728.1.A1	['l-threonine']	bacterial	['parasect', 'add_db']	train
QEO74981.1.A4|BGC0002078-omn6-4(glu)	['glutamic acid']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0001650-ledD2(pro)	['proline']	bacterial	['nrpstransformer_s1']	train
BGC0001389-CipA2(pro)|AHZ34238.1.A2	['proline']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BS330_28385.A1	['4-hydroxyphenylglycine']	bacterial	['parasect']	train
AEH59099.1.A2|BGC0000385-lybA2(leu)	['leucine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
CAA72310.1.A1|O05647.A1	['proline']	bacterial	['parasect', 'add_db']	train
tripropeptin-trpA-5(asp//bOHAsp)	['aspartic acid']	bacterial	['nrpstransformer_s1']	train
AHB38497.1.A3|BGC0000346-epxD3(thr)	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
myxovalargin-mxvC4(val)	['valine']	bacterial	['nrpstransformer_s1']	train
